103,6,0,0,0,103,5,1,0,0,100,6,3,0,0,104,5,0,0,0,106,3,0,0,0,109,109,00500901,20170100500901001,07120
104,5,0,0,0,102,6,1,0,0,103,6,0,0,0,104,5,0,0,0,102,6,1,0,0,109,109,00500902,20170100500902001,07120
55,5,0,0,0,56,4,0,0,0,58,2,0,0,0,56,4,0,0,0,57,3,0,0,0,59,60,00500908,20170100500908003,07120
61,10,0,0,0,57,12,2,0,0,60,9,2,0,0,57,12,2,0,0,62,7,2,0,0,71,71,00500610,20170100500610001,07137
51,2,1,0,0,51,2,1,0,0,50,2,2,0,0,51,3,0,0,0,52,1,1,0,0,54,54,98600031,20170198600031001,07137
59,5,0,0,0,57,7,0,0,0,59,5,0,0,0,56,7,0,0,1,56,8,0,0,0,64,64,00800109,20170100800109001,08002
64,8,0,1,0,64,8,0,1,0,62,11,0,0,0,62,10,1,0,0,67,6,0,0,0,76,73,00800113,20170100800113001,08002
52,4,0,1,0,50,6,1,0,0,49,7,1,0,0,48,8,1,0,0,50,6,1,0,0,57,57,01100901,20160201100901001,08006
89,2,0,0,0,88,2,1,0,0,89,2,0,0,0,90,1,0,0,0,90,1,0,0,0,100,91,03601098,20180203601251169,08043
23,0,0,0,0,22,1,0,0,0,22,1,0,0,0,22,1,0,0,0,23,0,0,0,0,22,23,02900741,20160102900741002,08056
35,4,1,0,0,36,4,0,0,0,34,4,2,0,0,31,7,2,0,0,33,7,0,0,0,40,40,02900666,20160102900666001,08064
28,0,0,0,0,26,2,0,0,0,27,1,0,0,0,25,3,0,0,0,28,0,0,0,0,28,28,00600174,20170100600174001,08067
62,6,2,0,0,62,7,1,0,0,62,7,1,0,0,63,6,1,0,0,62,7,1,0,0,70,70,03600358,20180203600358042,08086
16,2,0,0,0,16,2,0,0,0,13,5,0,0,0,13,5,0,0,0,14,4,0,0,0,18,18,98200012,20170198200012001,08086
19,4,1,0,0,20,4,0,0,0,22,2,0,0,0,19,4,1,0,0,19,4,1,0,0,24,24,98200014,20170198200014001,08086
50,2,0,0,0,49,3,0,0,0,47,5,0,0,0,49,3,0,0,0,48,4,0,0,0,53,52,01600179,20170101600179002,08092
47,5,4,0,0,47,6,3,0,0,48,5,3,0,0,47,5,4,0,0,46,5,5,0,0,56,56,01600199,20170101600199001,08092
35,2,1,0,0,34,4,0,0,0,33,5,0,0,0,32,6,0,0,0,33,5,0,0,0,42,38,02900676,20170102900676002,03081
